datapoints	percentage	call	xmin	xmax	xmean	bmin	bmax	bmean
1200	0.92	bio-xtal	2.83	15.34	3.75	-18.66	-8.17	-9.94
1200	86.33	same	2.83	15.34	3.75	-18.66	-8.17	-9.94
1200	13.67	different	2.83	15.34	3.75	-18.66	-8.17	-9.94
1400	38.29	xtal-xtal	2.72	15.34	3.61	-18.66	-7.88	-9.67
1400	48.93	bio-bio	2.72	15.34	3.61	-18.66	-7.88	-9.67
1400	11.71	xtal-bio	2.72	15.34	3.61	-18.66	-7.88	-9.67
1400	1.07	bio-xtal	2.72	15.34	3.61	-18.66	-7.88	-9.67
1400	87.21	same	2.72	15.34	3.61	-18.66	-7.88	-9.67
1400	12.79	different	2.72	15.34	3.61	-18.66	-7.88	-9.67
1600	39.00	xtal-xtal	2.65	15.34	3.49	-18.66	-7.58	-9.42
1600	49.00	bio-bio	2.65	15.34	3.49	-18.66	-7.58	-9.42
1600	11.00	xtal-bio	2.65	15.34	3.49	-18.66	-7.58	-9.42
1600	1.00	bio-xtal	2.65	15.34	3.49	-18.66	-7.58	-9.42
1600	88.00	same	2.65	15.34	3.49	-18.66	-7.58	-9.42
1600	12.00	different	2.65	15.34	3.49	-18.66	-7.58	-9.42
1800	39.67	xtal-xtal	2.57	15.34	3.40	-18.66	-7.33	-9.20
1800	48.89	bio-bio	2.57	15.34	3.40	-18.66	-7.33	-9.20
1800	10.33	xtal-bio	2.57	15.34	3.40	-18.66	-7.33	-9.20
1800	1.11	bio-xtal	2.57	15.34	3.40	-18.66	-7.33	-9.20
1800	88.56	same	2.57	15.34	3.40	-18.66	-7.33	-9.20
1800	11.44	different	2.57	15.34	3.40	-18.66	-7.33	-9.20
2000	39.70	xtal-xtal	2.51	15.34	3.31	-18.66	-7.17	-9.01
2000	48.95	bio-bio	2.51	15.34	3.31	-18.66	-7.17	-9.01
2000	10.30	xtal-bio	2.51	15.34	3.31	-18.66	-7.17	-9.01
2000	1.05	bio-xtal	2.51	15.34	3.31	-18.66	-7.17	-9.01
2000	88.65	same	2.51	15.34	3.31	-18.66	-7.17	-9.01
2000	11.35	different	2.51	15.34	3.31	-18.66	-7.17	-9.01
2200	39.86	xtal-xtal	2.43	15.34	3.23	-18.66	-7.04	-8.83
2200	49.05	bio-bio	2.43	15.34	3.23	-18.66	-7.04	-8.83
2200	10.14	xtal-bio	2.43	15.34	3.23	-18.66	-7.04	-8.83
2200	0.95	bio-xtal	2.43	15.34	3.23	-18.66	-7.04	-8.83
2200	88.91	same	2.43	15.34	3.23	-18.66	-7.04	-8.83
2200	11.09	different	2.43	15.34	3.23	-18.66	-7.04	-8.83
2400	40.46	xtal-xtal	2.38	15.34	3.16	-18.66	-6.93	-8.68
2400	49.08	bio-bio	2.38	15.34	3.16	-18.66	-6.93	-8.68
2400	9.54	xtal-bio	2.38	15.34	3.16	-18.66	-6.93	-8.68
2400	0.92	bio-xtal	2.38	15.34	3.16	-18.66	-6.93	-8.68
2400	89.54	same	2.38	15.34	3.16	-18.66	-6.93	-8.68
2400	10.46	different	2.38	15.34	3.16	-18.66	-6.93	-8.68
2600	40.69	xtal-xtal	2.33	15.34	3.10	-18.66	-6.83	-8.54
2600	49.15	bio-bio	2.33	15.34	3.10	-18.66	-6.83	-8.54
2600	9.31	xtal-bio	2.33	15.34	3.10	-18.66	-6.83	-8.54
2600	0.85	bio-xtal	2.33	15.34	3.10	-18.66	-6.83	-8.54
2600	89.85	same	2.33	15.34	3.10	-18.66	-6.83	-8.54
2600	10.15	different	2.33	15.34	3.10	-18.66	-6.83	-8.54
2800	40.96	xtal-xtal	2.28	15.34	3.05	-18.66	-6.71	-8.41
2800	49.14	bio-bio	2.28	15.34	3.05	-18.66	-6.71	-8.41
2800	9.04	xtal-bio	2.28	15.34	3.05	-18.66	-6.71	-8.41
2800	0.86	bio-xtal	2.28	15.34	3.05	-18.66	-6.71	-8.41
2800	90.11	same	2.28	15.34	3.05	-18.66	-6.71	-8.41
2800	9.89	different	2.28	15.34	3.05	-18.66	-6.71	-8.41
3000	40.97	xtal-xtal	2.23	15.34	2.99	-18.66	-6.57	-8.30
3000	49.10	bio-bio	2.23	15.34	2.99	-18.66	-6.57	-8.30
3000	9.03	xtal-bio	2.23	15.34	2.99	-18.66	-6.57	-8.30
3000	0.90	bio-xtal	2.23	15.34	2.99	-18.66	-6.57	-8.30
3000	90.07	same	2.23	15.34	2.99	-18.66	-6.57	-8.30
3000	9.93	different	2.23	15.34	2.99	-18.66	-6.57	-8.30
3200	41.12	xtal-xtal	2.19	15.34	2.94	-18.66	-6.43	-8.18
3200	49.09	bio-bio	2.19	15.34	2.94	-18.66	-6.43	-8.18
3200	8.88	xtal-bio	2.19	15.34	2.94	-18.66	-6.43	-8.18
3200	0.91	bio-xtal	2.19	15.34	2.94	-18.66	-6.43	-8.18
3200	90.22	same	2.19	15.34	2.94	-18.66	-6.43	-8.18
3200	9.78	different	2.19	15.34	2.94	-18.66	-6.43	-8.18
3400	41.29	xtal-xtal	2.14	15.34	2.90	-18.66	-6.31	-8.08
3400	49.09	bio-bio	2.14	15.34	2.90	-18.66	-6.31	-8.08
3400	8.71	xtal-bio	2.14	15.34	2.90	-18.66	-6.31	-8.08
3400	0.91	bio-xtal	2.14	15.34	2.90	-18.66	-6.31	-8.08
3400	90.38	same	2.14	15.34	2.90	-18.66	-6.31	-8.08
3400	9.62	different	2.14	15.34	2.90	-18.66	-6.31	-8.08
3600	41.44	xtal-xtal	2.10	15.34	2.86	-18.66	-6.18	-7.98
3600	49.08	bio-bio	2.10	15.34	2.86	-18.66	-6.18	-7.98
3600	8.56	xtal-bio	2.10	15.34	2.86	-18.66	-6.18	-7.98
3600	0.92	bio-xtal	2.10	15.34	2.86	-18.66	-6.18	-7.98
3600	90.53	same	2.10	15.34	2.86	-18.66	-6.18	-7.98
3600	9.47	different	2.10	15.34	2.86	-18.66	-6.18	-7.98
3800	41.42	xtal-xtal	2.07	15.34	2.82	-18.66	-6.07	-7.88
3800	49.03	bio-bio	2.07	15.34	2.82	-18.66	-6.07	-7.88
3800	8.58	xtal-bio	2.07	15.34	2.82	-18.66	-6.07	-7.88
3800	0.97	bio-xtal	2.07	15.34	2.82	-18.66	-6.07	-7.88
3800	90.45	same	2.07	15.34	2.82	-18.66	-6.07	-7.88
3800	9.55	different	2.07	15.34	2.82	-18.66	-6.07	-7.88
4000	41.52	xtal-xtal	2.03	15.34	2.78	-18.66	-5.95	-7.78
4000	48.98	bio-bio	2.03	15.34	2.78	-18.66	-5.95	-7.78
4000	8.48	xtal-bio	2.03	15.34	2.78	-18.66	-5.95	-7.78
4000	1.03	bio-xtal	2.03	15.34	2.78	-18.66	-5.95	-7.78
4000	90.50	same	2.03	15.34	2.78	-18.66	-5.95	-7.78
4000	9.50	different	2.03	15.34	2.78	-18.66	-5.95	-7.78
4200	41.79	xtal-xtal	1.99	15.34	2.74	-18.66	-5.85	-7.69
4200	48.95	bio-bio	1.99	15.34	2.74	-18.66	-5.85	-7.69
4200	8.21	xtal-bio	1.99	15.34	2.74	-18.66	-5.85	-7.69
4200	1.05	bio-xtal	1.99	15.34	2.74	-18.66	-5.85	-7.69
4200	90.74	same	1.99	15.34	2.74	-18.66	-5.85	-7.69
4200	9.26	different	1.99	15.34	2.74	-18.66	-5.85	-7.69
4400	41.93	xtal-xtal	1.96	15.34	2.71	-18.66	-5.78	-7.61
4400	48.91	bio-bio	1.96	15.34	2.71	-18.66	-5.78	-7.61
4400	8.07	xtal-bio	1.96	15.34	2.71	-18.66	-5.78	-7.61
4400	1.09	bio-xtal	1.96	15.34	2.71	-18.66	-5.78	-7.61
4400	90.84	same	1.96	15.34	2.71	-18.66	-5.78	-7.61
4400	9.16	different	1.96	15.34	2.71	-18.66	-5.78	-7.61
4600	41.96	xtal-xtal	1.92	15.34	2.67	-18.66	-5.70	-7.53
4600	48.89	bio-bio	1.92	15.34	2.67	-18.66	-5.70	-7.53
4600	8.04	xtal-bio	1.92	15.34	2.67	-18.66	-5.70	-7.53
4600	1.11	bio-xtal	1.92	15.34	2.67	-18.66	-5.70	-7.53
4600	90.85	same	1.92	15.34	2.67	-18.66	-5.70	-7.53
4600	9.15	different	1.92	15.34	2.67	-18.66	-5.70	-7.53
4800	41.94	xtal-xtal	1.88	15.34	2.64	-18.66	-5.62	-7.45
4800	48.90	bio-bio	1.88	15.34	2.64	-18.66	-5.62	-7.45
4800	8.06	xtal-bio	1.88	15.34	2.64	-18.66	-5.62	-7.45
4800	1.10	bio-xtal	1.88	15.34	2.64	-18.66	-5.62	-7.45
4800	90.83	same	1.88	15.34	2.64	-18.66	-5.62	-7.45
4800	9.17	different	1.88	15.34	2.64	-18.66	-5.62	-7.45
5000	42.04	xtal-xtal	1.83	15.34	2.61	-18.66	-5.54	-7.37
5000	48.80	bio-bio	1.83	15.34	2.61	-18.66	-5.54	-7.37
5000	7.96	xtal-bio	1.83	15.34	2.61	-18.66	-5.54	-7.37
5000	1.20	bio-xtal	1.83	15.34	2.61	-18.66	-5.54	-7.37
5000	90.84	same	1.83	15.34	2.61	-18.66	-5.54	-7.37
5000	9.16	different	1.83	15.34	2.61	-18.66	-5.54	-7.37
5200	42.08	xtal-xtal	1.80	15.34	2.58	-18.66	-5.47	-7.30
5200	48.71	bio-bio	1.80	15.34	2.58	-18.66	-5.47	-7.30
5200	7.92	xtal-bio	1.80	15.34	2.58	-18.66	-5.47	-7.30
5200	1.29	bio-xtal	1.80	15.34	2.58	-18.66	-5.47	-7.30
5200	90.79	same	1.80	15.34	2.58	-18.66	-5.47	-7.30
5200	9.21	different	1.80	15.34	2.58	-18.66	-5.47	-7.30
5400	42.15	xtal-xtal	1.76	15.34	2.55	-18.66	-5.39	-7.23
5400	48.74	bio-bio	1.76	15.34	2.55	-18.66	-5.39	-7.23
5400	7.85	xtal-bio	1.76	15.34	2.55	-18.66	-5.39	-7.23
5400	1.26	bio-xtal	1.76	15.34	2.55	-18.66	-5.39	-7.23
5400	90.89	same	1.76	15.34	2.55	-18.66	-5.39	-7.23
5400	9.11	different	1.76	15.34	2.55	-18.66	-5.39	-7.23
5600	42.25	xtal-xtal	1.73	15.34	2.52	-18.66	-5.33	-7.17
5600	48.68	bio-bio	1.73	15.34	2.52	-18.66	-5.33	-7.17
5600	7.75	xtal-bio	1.73	15.34	2.52	-18.66	-5.33	-7.17
5600	1.32	bio-xtal	1.73	15.34	2.52	-18.66	-5.33	-7.17
5600	90.93	same	1.73	15.34	2.52	-18.66	-5.33	-7.17
5600	9.07	different	1.73	15.34	2.52	-18.66	-5.33	-7.17
5800	42.33	xtal-xtal	1.69	15.34	2.49	-18.66	-5.27	-7.10
5800	48.69	bio-bio	1.69	15.34	2.49	-18.66	-5.27	-7.10
5800	7.67	xtal-bio	1.69	15.34	2.49	-18.66	-5.27	-7.10
5800	1.31	bio-xtal	1.69	15.34	2.49	-18.66	-5.27	-7.10
5800	91.02	same	1.69	15.34	2.49	-18.66	-5.27	-7.10
5800	8.98	different	1.69	15.34	2.49	-18.66	-5.27	-7.10
6000	42.45	xtal-xtal	1.66	15.34	2.46	-18.66	-5.21	-7.04
6000	48.67	bio-bio	1.66	15.34	2.46	-18.66	-5.21	-7.04
6000	7.55	xtal-bio	1.66	15.34	2.46	-18.66	-5.21	-7.04
6000	1.33	bio-xtal	1.66	15.34	2.46	-18.66	-5.21	-7.04
6000	91.12	same	1.66	15.34	2.46	-18.66	-5.21	-7.04
6000	8.88	different	1.66	15.34	2.46	-18.66	-5.21	-7.04
6200	42.47	xtal-xtal	1.63	15.34	2.44	-18.66	-5.15	-6.98
6200	48.66	bio-bio	1.63	15.34	2.44	-18.66	-5.15	-6.98
6200	7.53	xtal-bio	1.63	15.34	2.44	-18.66	-5.15	-6.98
6200	1.34	bio-xtal	1.63	15.34	2.44	-18.66	-5.15	-6.98
6200	91.13	same	1.63	15.34	2.44	-18.66	-5.15	-6.98
6200	8.87	different	1.63	15.34	2.44	-18.66	-5.15	-6.98
6400	42.52	xtal-xtal	1.60	15.34	2.41	-18.66	-5.10	-6.92
6400	48.55	bio-bio	1.60	15.34	2.41	-18.66	-5.10	-6.92
6400	7.48	xtal-bio	1.60	15.34	2.41	-18.66	-5.10	-6.92
6400	1.45	bio-xtal	1.60	15.34	2.41	-18.66	-5.10	-6.92
6400	91.06	same	1.60	15.34	2.41	-18.66	-5.10	-6.92
6400	8.94	different	1.60	15.34	2.41	-18.66	-5.10	-6.92
6600	42.59	xtal-xtal	1.57	15.34	2.39	-18.66	-5.04	-6.87
6600	48.47	bio-bio	1.57	15.34	2.39	-18.66	-5.04	-6.87
6600	7.41	xtal-bio	1.57	15.34	2.39	-18.66	-5.04	-6.87
6600	1.53	bio-xtal	1.57	15.34	2.39	-18.66	-5.04	-6.87
6600	91.06	same	1.57	15.34	2.39	-18.66	-5.04	-6.87
6600	8.94	different	1.57	15.34	2.39	-18.66	-5.04	-6.87
6800	42.63	xtal-xtal	1.54	15.34	2.36	-18.66	-4.99	-6.81
6800	48.49	bio-bio	1.54	15.34	2.36	-18.66	-4.99	-6.81
6800	7.37	xtal-bio	1.54	15.34	2.36	-18.66	-4.99	-6.81
6800	1.51	bio-xtal	1.54	15.34	2.36	-18.66	-4.99	-6.81
6800	91.12	same	1.54	15.34	2.36	-18.66	-4.99	-6.81
6800	8.88	different	1.54	15.34	2.36	-18.66	-4.99	-6.81
7000	42.67	xtal-xtal	1.51	15.34	2.34	-18.66	-4.94	-6.76
7000	48.43	bio-bio	1.51	15.34	2.34	-18.66	-4.94	-6.76
7000	7.33	xtal-bio	1.51	15.34	2.34	-18.66	-4.94	-6.76
7000	1.57	bio-xtal	1.51	15.34	2.34	-18.66	-4.94	-6.76
7000	91.10	same	1.51	15.34	2.34	-18.66	-4.94	-6.76
7000	8.90	different	1.51	15.34	2.34	-18.66	-4.94	-6.76
7200	42.61	xtal-xtal	1.48	15.34	2.32	-18.66	-4.90	-6.71
7200	48.43	bio-bio	1.48	15.34	2.32	-18.66	-4.90	-6.71
7200	7.39	xtal-bio	1.48	15.34	2.32	-18.66	-4.90	-6.71
7200	1.57	bio-xtal	1.48	15.34	2.32	-18.66	-4.90	-6.71
7200	91.04	same	1.48	15.34	2.32	-18.66	-4.90	-6.71
7200	8.96	different	1.48	15.34	2.32	-18.66	-4.90	-6.71
7400	42.69	xtal-xtal	1.45	15.34	2.29	-18.66	-4.84	-6.66
7400	48.38	bio-bio	1.45	15.34	2.29	-18.66	-4.84	-6.66
7400	7.31	xtal-bio	1.45	15.34	2.29	-18.66	-4.84	-6.66
7400	1.62	bio-xtal	1.45	15.34	2.29	-18.66	-4.84	-6.66
7400	91.07	same	1.45	15.34	2.29	-18.66	-4.84	-6.66
7400	8.93	different	1.45	15.34	2.29	-18.66	-4.84	-6.66
7600	42.79	xtal-xtal	1.42	15.34	2.27	-18.66	-4.80	-6.61
7600	48.36	bio-bio	1.42	15.34	2.27	-18.66	-4.80	-6.61
7600	7.21	xtal-bio	1.42	15.34	2.27	-18.66	-4.80	-6.61
7600	1.64	bio-xtal	1.42	15.34	2.27	-18.66	-4.80	-6.61
7600	91.14	same	1.42	15.34	2.27	-18.66	-4.80	-6.61
7600	8.86	different	1.42	15.34	2.27	-18.66	-4.80	-6.61
7800	42.83	xtal-xtal	1.39	15.34	2.25	-18.66	-4.75	-6.56
7800	48.36	bio-bio	1.39	15.34	2.25	-18.66	-4.75	-6.56
7800	7.17	xtal-bio	1.39	15.34	2.25	-18.66	-4.75	-6.56
7800	1.64	bio-xtal	1.39	15.34	2.25	-18.66	-4.75	-6.56
7800	91.19	same	1.39	15.34	2.25	-18.66	-4.75	-6.56
7800	8.81	different	1.39	15.34	2.25	-18.66	-4.75	-6.56
8000	42.93	xtal-xtal	1.37	15.34	2.23	-18.66	-4.71	-6.52
8000	48.35	bio-bio	1.37	15.34	2.23	-18.66	-4.71	-6.52
8000	7.07	xtal-bio	1.37	15.34	2.23	-18.66	-4.71	-6.52
8000	1.65	bio-xtal	1.37	15.34	2.23	-18.66	-4.71	-6.52
8000	91.27	same	1.37	15.34	2.23	-18.66	-4.71	-6.52
8000	8.72	different	1.37	15.34	2.23	-18.66	-4.71	-6.52
8200	43.05	xtal-xtal	1.35	15.34	2.20	-18.66	-4.67	-6.47
8200	48.33	bio-bio	1.35	15.34	2.20	-18.66	-4.67	-6.47
8200	6.95	xtal-bio	1.35	15.34	2.20	-18.66	-4.67	-6.47
8200	1.67	bio-xtal	1.35	15.34	2.20	-18.66	-4.67	-6.47
8200	91.38	same	1.35	15.34	2.20	-18.66	-4.67	-6.47
8200	8.62	different	1.35	15.34	2.20	-18.66	-4.67	-6.47
8400	43.14	xtal-xtal	1.33	15.34	2.18	-18.66	-4.62	-6.43
8400	48.36	bio-bio	1.33	15.34	2.18	-18.66	-4.62	-6.43
8400	6.86	xtal-bio	1.33	15.34	2.18	-18.66	-4.62	-6.43
8400	1.64	bio-xtal	1.33	15.34	2.18	-18.66	-4.62	-6.43
8400	91.50	same	1.33	15.34	2.18	-18.66	-4.62	-6.43
8400	8.50	different	1.33	15.34	2.18	-18.66	-4.62	-6.43
8600	43.16	xtal-xtal	1.31	15.34	2.16	-18.66	-4.58	-6.39
8600	48.36	bio-bio	1.31	15.34	2.16	-18.66	-4.58	-6.39
8600	6.84	xtal-bio	1.31	15.34	2.16	-18.66	-4.58	-6.39
8600	1.64	bio-xtal	1.31	15.34	2.16	-18.66	-4.58	-6.39
8600	91.52	same	1.31	15.34	2.16	-18.66	-4.58	-6.39
8600	8.48	different	1.31	15.34	2.16	-18.66	-4.58	-6.39
8800	43.18	xtal-xtal	1.29	15.34	2.14	-18.66	-4.54	-6.34
8800	48.35	bio-bio	1.29	15.34	2.14	-18.66	-4.54	-6.34
8800	6.82	xtal-bio	1.29	15.34	2.14	-18.66	-4.54	-6.34
8800	1.65	bio-xtal	1.29	15.34	2.14	-18.66	-4.54	-6.34
8800	91.53	same	1.29	15.34	2.14	-18.66	-4.54	-6.34
8800	8.47	different	1.29	15.34	2.14	-18.66	-4.54	-6.34
9000	43.27	xtal-xtal	1.27	15.34	2.13	-18.66	-4.51	-6.30
9000	48.34	bio-bio	1.27	15.34	2.13	-18.66	-4.51	-6.30
9000	6.73	xtal-bio	1.27	15.34	2.13	-18.66	-4.51	-6.30
9000	1.66	bio-xtal	1.27	15.34	2.13	-18.66	-4.51	-6.30
9000	91.61	same	1.27	15.34	2.13	-18.66	-4.51	-6.30
9000	8.39	different	1.27	15.34	2.13	-18.66	-4.51	-6.30
9200	43.33	xtal-xtal	1.25	15.34	2.11	-18.66	-4.47	-6.26
9200	48.36	bio-bio	1.25	15.34	2.11	-18.66	-4.47	-6.26
9200	6.67	xtal-bio	1.25	15.34	2.11	-18.66	-4.47	-6.26
9200	1.64	bio-xtal	1.25	15.34	2.11	-18.66	-4.47	-6.26
9200	91.68	same	1.25	15.34	2.11	-18.66	-4.47	-6.26
9200	8.32	different	1.25	15.34	2.11	-18.66	-4.47	-6.26
9400	43.31	xtal-xtal	1.22	15.34	2.09	-18.66	-4.44	-6.23
9400	48.36	bio-bio	1.22	15.34	2.09	-18.66	-4.44	-6.23
9400	6.69	xtal-bio	1.22	15.34	2.09	-18.66	-4.44	-6.23
9400	1.64	bio-xtal	1.22	15.34	2.09	-18.66	-4.44	-6.23
9400	91.67	same	1.22	15.34	2.09	-18.66	-4.44	-6.23
9400	8.33	different	1.22	15.34	2.09	-18.66	-4.44	-6.23
9600	43.38	xtal-xtal	1.20	15.34	2.07	-18.66	-4.41	-6.19
9600	48.36	bio-bio	1.20	15.34	2.07	-18.66	-4.41	-6.19
9600	6.62	xtal-bio	1.20	15.34	2.07	-18.66	-4.41	-6.19
9600	1.64	bio-xtal	1.20	15.34	2.07	-18.66	-4.41	-6.19
9600	91.74	same	1.20	15.34	2.07	-18.66	-4.41	-6.19
9600	8.26	different	1.20	15.34	2.07	-18.66	-4.41	-6.19
9800	43.45	xtal-xtal	1.18	15.34	2.05	-18.66	-4.38	-6.15
9800	48.39	bio-bio	1.18	15.34	2.05	-18.66	-4.38	-6.15
9800	6.55	xtal-bio	1.18	15.34	2.05	-18.66	-4.38	-6.15
9800	1.61	bio-xtal	1.18	15.34	2.05	-18.66	-4.38	-6.15
9800	91.84	same	1.18	15.34	2.05	-18.66	-4.38	-6.15
9800	8.16	different	1.18	15.34	2.05	-18.66	-4.38	-6.15
10000	43.51	xtal-xtal	1.16	15.34	2.03	-18.66	-4.34	-6.12
10000	48.39	bio-bio	1.16	15.34	2.03	-18.66	-4.34	-6.12
10000	6.49	xtal-bio	1.16	15.34	2.03	-18.66	-4.34	-6.12
10000	1.61	bio-xtal	1.16	15.34	2.03	-18.66	-4.34	-6.12
10000	91.90	same	1.16	15.34	2.03	-18.66	-4.34	-6.12
10000	8.10	different	1.16	15.34	2.03	-18.66	-4.34	-6.12
10200	43.57	xtal-xtal	1.14	15.34	2.02	-18.66	-4.31	-6.08
10200	48.36	bio-bio	1.14	15.34	2.02	-18.66	-4.31	-6.08
10200	6.43	xtal-bio	1.14	15.34	2.02	-18.66	-4.31	-6.08
10200	1.64	bio-xtal	1.14	15.34	2.02	-18.66	-4.31	-6.08
10200	91.93	same	1.14	15.34	2.02	-18.66	-4.31	-6.08
10200	8.07	different	1.14	15.34	2.02	-18.66	-4.31	-6.08
10400	43.58	xtal-xtal	1.12	15.34	2.00	-18.66	-4.27	-6.05
10400	48.36	bio-bio	1.12	15.34	2.00	-18.66	-4.27	-6.05
10400	6.42	xtal-bio	1.12	15.34	2.00	-18.66	-4.27	-6.05
10400	1.64	bio-xtal	1.12	15.34	2.00	-18.66	-4.27	-6.05
10400	91.93	same	1.12	15.34	2.00	-18.66	-4.27	-6.05
10400	8.07	different	1.12	15.34	2.00	-18.66	-4.27	-6.05
10600	43.59	xtal-xtal	1.11	15.34	1.98	-18.66	-4.24	-6.01
10600	48.38	bio-bio	1.11	15.34	1.98	-18.66	-4.24	-6.01
10600	6.41	xtal-bio	1.11	15.34	1.98	-18.66	-4.24	-6.01
10600	1.62	bio-xtal	1.11	15.34	1.98	-18.66	-4.24	-6.01
10600	91.97	same	1.11	15.34	1.98	-18.66	-4.24	-6.01
10600	8.03	different	1.11	15.34	1.98	-18.66	-4.24	-6.01
10800	43.62	xtal-xtal	1.09	15.34	1.97	-18.66	-4.21	-5.98
10800	48.35	bio-bio	1.09	15.34	1.97	-18.66	-4.21	-5.98
10800	6.38	xtal-bio	1.09	15.34	1.97	-18.66	-4.21	-5.98
10800	1.65	bio-xtal	1.09	15.34	1.97	-18.66	-4.21	-5.98
10800	91.97	same	1.09	15.34	1.97	-18.66	-4.21	-5.98
10800	8.03	different	1.09	15.34	1.97	-18.66	-4.21	-5.98
11000	43.61	xtal-xtal	1.07	15.34	1.95	-18.66	-4.19	-5.95
11000	48.36	bio-bio	1.07	15.34	1.95	-18.66	-4.19	-5.95
11000	6.39	xtal-bio	1.07	15.34	1.95	-18.66	-4.19	-5.95
11000	1.64	bio-xtal	1.07	15.34	1.95	-18.66	-4.19	-5.95
11000	91.97	same	1.07	15.34	1.95	-18.66	-4.19	-5.95
11000	8.03	different	1.07	15.34	1.95	-18.66	-4.19	-5.95
11200	43.65	xtal-xtal	1.05	15.34	1.93	-18.66	-4.16	-5.92
11200	48.37	bio-bio	1.05	15.34	1.93	-18.66	-4.16	-5.92
11200	6.35	xtal-bio	1.05	15.34	1.93	-18.66	-4.16	-5.92
11200	1.63	bio-xtal	1.05	15.34	1.93	-18.66	-4.16	-5.92
11200	92.02	same	1.05	15.34	1.93	-18.66	-4.16	-5.92
11200	7.98	different	1.05	15.34	1.93	-18.66	-4.16	-5.92
11400	43.62	xtal-xtal	1.03	15.34	1.92	-18.66	-4.13	-5.88
11400	48.35	bio-bio	1.03	15.34	1.92	-18.66	-4.13	-5.88
11400	6.38	xtal-bio	1.03	15.34	1.92	-18.66	-4.13	-5.88
11400	1.65	bio-xtal	1.03	15.34	1.92	-18.66	-4.13	-5.88
11400	91.97	same	1.03	15.34	1.92	-18.66	-4.13	-5.88
11400	8.03	different	1.03	15.34	1.92	-18.66	-4.13	-5.88
11600	43.61	xtal-xtal	1.02	15.34	1.90	-18.66	-4.11	-5.85
11600	48.34	bio-bio	1.02	15.34	1.90	-18.66	-4.11	-5.85
11600	6.39	xtal-bio	1.02	15.34	1.90	-18.66	-4.11	-5.85
11600	1.66	bio-xtal	1.02	15.34	1.90	-18.66	-4.11	-5.85
11600	91.95	same	1.02	15.34	1.90	-18.66	-4.11	-5.85
11600	8.05	different	1.02	15.34	1.90	-18.66	-4.11	-5.85
11800	43.63	xtal-xtal	1.00	15.34	1.89	-18.66	-4.08	-5.82
11800	48.31	bio-bio	1.00	15.34	1.89	-18.66	-4.08	-5.82
11800	6.37	xtal-bio	1.00	15.34	1.89	-18.66	-4.08	-5.82
11800	1.69	bio-xtal	1.00	15.34	1.89	-18.66	-4.08	-5.82
11800	91.94	same	1.00	15.34	1.89	-18.66	-4.08	-5.82
11800	8.06	different	1.00	15.34	1.89	-18.66	-4.08	-5.82
