datapoints	percentage	call	xmin	xmax	xmean	bmin	bmax	bmean
1400	5.00	xtal-bio	2.71	2.81	2.76	-8.16	-7.87	-8.01
1400	2.00	bio-xtal	2.71	2.81	2.76	-8.16	-7.87	-8.01
1400	93.00	same	2.71	2.81	2.76	-8.16	-7.87	-8.01
1400	7.00	different	2.71	2.81	2.76	-8.16	-7.87	-8.01
1600	44.50	xtal-xtal	2.63	2.71	2.67	-7.86	-7.57	-7.71
1600	49.00	bio-bio	2.63	2.71	2.67	-7.86	-7.57	-7.71
1600	5.50	xtal-bio	2.63	2.71	2.67	-7.86	-7.57	-7.71
1600	1.00	bio-xtal	2.63	2.71	2.67	-7.86	-7.57	-7.71
1600	93.50	same	2.63	2.71	2.67	-7.86	-7.57	-7.71
1600	6.50	different	2.63	2.71	2.67	-7.86	-7.57	-7.71
1800	43.50	xtal-xtal	2.56	2.63	2.60	-7.57	-7.31	-7.43
1800	49.00	bio-bio	2.56	2.63	2.60	-7.57	-7.31	-7.43
1800	6.50	xtal-bio	2.56	2.63	2.60	-7.57	-7.31	-7.43
1800	1.00	bio-xtal	2.56	2.63	2.60	-7.57	-7.31	-7.43
1800	92.50	same	2.56	2.63	2.60	-7.57	-7.31	-7.43
1800	7.50	different	2.56	2.63	2.60	-7.57	-7.31	-7.43
2000	40.50	xtal-xtal	2.50	2.56	2.53	-7.31	-7.14	-7.23
2000	49.50	bio-bio	2.50	2.56	2.53	-7.31	-7.14	-7.23
2000	9.50	xtal-bio	2.50	2.56	2.53	-7.31	-7.14	-7.23
2000	0.50	bio-xtal	2.50	2.56	2.53	-7.31	-7.14	-7.23
2000	90.00	same	2.50	2.56	2.53	-7.31	-7.14	-7.23
2000	10.00	different	2.50	2.56	2.53	-7.31	-7.14	-7.23
2200	43.00	xtal-xtal	2.42	2.50	2.46	-7.14	-7.03	-7.08
2200	50.00	bio-bio	2.42	2.50	2.46	-7.14	-7.03	-7.08
2200	7.00	xtal-bio	2.42	2.50	2.46	-7.14	-7.03	-7.08
2200	0.00	bio-xtal	2.42	2.50	2.46	-7.14	-7.03	-7.08
2200	93.00	same	2.42	2.50	2.46	-7.14	-7.03	-7.08
2200	7.00	different	2.42	2.50	2.46	-7.14	-7.03	-7.08
2400	47.00	xtal-xtal	2.37	2.42	2.40	-7.03	-6.91	-6.97
2400	49.50	bio-bio	2.37	2.42	2.40	-7.03	-6.91	-6.97
2400	3.00	xtal-bio	2.37	2.42	2.40	-7.03	-6.91	-6.97
2400	0.50	bio-xtal	2.37	2.42	2.40	-7.03	-6.91	-6.97
2400	96.50	same	2.37	2.42	2.40	-7.03	-6.91	-6.97
2400	3.50	different	2.37	2.42	2.40	-7.03	-6.91	-6.97
2600	44.50	xtal-xtal	2.33	2.37	2.35	-6.91	-6.81	-6.86
2600	49.50	bio-bio	2.33	2.37	2.35	-6.91	-6.81	-6.86
2600	5.50	xtal-bio	2.33	2.37	2.35	-6.91	-6.81	-6.86
2600	0.50	bio-xtal	2.33	2.37	2.35	-6.91	-6.81	-6.86
2600	94.00	same	2.33	2.37	2.35	-6.91	-6.81	-6.86
2600	6.00	different	2.33	2.37	2.35	-6.91	-6.81	-6.86
2800	43.50	xtal-xtal	2.28	2.33	2.30	-6.81	-6.67	-6.74
2800	49.50	bio-bio	2.28	2.33	2.30	-6.81	-6.67	-6.74
2800	6.50	xtal-bio	2.28	2.33	2.30	-6.81	-6.67	-6.74
2800	0.50	bio-xtal	2.28	2.33	2.30	-6.81	-6.67	-6.74
2800	93.00	same	2.28	2.33	2.30	-6.81	-6.67	-6.74
2800	7.00	different	2.28	2.33	2.30	-6.81	-6.67	-6.74
3000	42.50	xtal-xtal	2.22	2.28	2.25	-6.67	-6.53	-6.60
3000	48.50	bio-bio	2.22	2.28	2.25	-6.67	-6.53	-6.60
3000	7.50	xtal-bio	2.22	2.28	2.25	-6.67	-6.53	-6.60
3000	1.50	bio-xtal	2.22	2.28	2.25	-6.67	-6.53	-6.60
3000	91.00	same	2.22	2.28	2.25	-6.67	-6.53	-6.60
3000	9.00	different	2.22	2.28	2.25	-6.67	-6.53	-6.60
3200	43.50	xtal-xtal	2.18	2.22	2.20	-6.52	-6.39	-6.45
3200	48.50	bio-bio	2.18	2.22	2.20	-6.52	-6.39	-6.45
3200	6.50	xtal-bio	2.18	2.22	2.20	-6.52	-6.39	-6.45
3200	1.50	bio-xtal	2.18	2.22	2.20	-6.52	-6.39	-6.45
3200	92.00	same	2.18	2.22	2.20	-6.52	-6.39	-6.45
3200	8.00	different	2.18	2.22	2.20	-6.52	-6.39	-6.45
3400	42.00	xtal-xtal	2.13	2.18	2.15	-6.39	-6.26	-6.33
3400	49.00	bio-bio	2.13	2.18	2.15	-6.39	-6.26	-6.33
3400	8.00	xtal-bio	2.13	2.18	2.15	-6.39	-6.26	-6.33
3400	1.00	bio-xtal	2.13	2.18	2.15	-6.39	-6.26	-6.33
3400	91.00	same	2.13	2.18	2.15	-6.39	-6.26	-6.33
3400	9.00	different	2.13	2.18	2.15	-6.39	-6.26	-6.33
3600	45.00	xtal-xtal	2.10	2.13	2.11	-6.26	-6.14	-6.20
3600	48.50	bio-bio	2.10	2.13	2.11	-6.26	-6.14	-6.20
3600	5.00	xtal-bio	2.10	2.13	2.11	-6.26	-6.14	-6.20
3600	1.50	bio-xtal	2.10	2.13	2.11	-6.26	-6.14	-6.20
3600	93.50	same	2.10	2.13	2.11	-6.26	-6.14	-6.20
3600	6.50	different	2.10	2.13	2.11	-6.26	-6.14	-6.20
3800	41.00	xtal-xtal	2.06	2.10	2.08	-6.14	-6.03	-6.09
3800	48.50	bio-bio	2.06	2.10	2.08	-6.14	-6.03	-6.09
3800	9.00	xtal-bio	2.06	2.10	2.08	-6.14	-6.03	-6.09
3800	1.50	bio-xtal	2.06	2.10	2.08	-6.14	-6.03	-6.09
3800	89.50	same	2.06	2.10	2.08	-6.14	-6.03	-6.09
3800	10.50	different	2.06	2.10	2.08	-6.14	-6.03	-6.09
4000	45.00	xtal-xtal	2.02	2.06	2.04	-6.03	-5.92	-5.97
4000	47.50	bio-bio	2.02	2.06	2.04	-6.03	-5.92	-5.97
4000	5.00	xtal-bio	2.02	2.06	2.04	-6.03	-5.92	-5.97
4000	2.50	bio-xtal	2.02	2.06	2.04	-6.03	-5.92	-5.97
4000	92.50	same	2.02	2.06	2.04	-6.03	-5.92	-5.97
4000	7.50	different	2.02	2.06	2.04	-6.03	-5.92	-5.97
4200	47.00	xtal-xtal	1.98	2.02	2.00	-5.91	-5.82	-5.86
4200	49.00	bio-bio	1.98	2.02	2.00	-5.91	-5.82	-5.86
4200	3.00	xtal-bio	1.98	2.02	2.00	-5.91	-5.82	-5.86
4200	1.00	bio-xtal	1.98	2.02	2.00	-5.91	-5.82	-5.86
4200	96.00	same	1.98	2.02	2.00	-5.91	-5.82	-5.86
4200	4.00	different	1.98	2.02	2.00	-5.91	-5.82	-5.86
4400	44.50	xtal-xtal	1.95	1.98	1.97	-5.82	-5.74	-5.78
4400	48.00	bio-bio	1.95	1.98	1.97	-5.82	-5.74	-5.78
4400	5.50	xtal-bio	1.95	1.98	1.97	-5.82	-5.74	-5.78
4400	2.00	bio-xtal	1.95	1.98	1.97	-5.82	-5.74	-5.78
4400	92.50	same	1.95	1.98	1.97	-5.82	-5.74	-5.78
4400	7.50	different	1.95	1.98	1.97	-5.82	-5.74	-5.78
4600	43.50	xtal-xtal	1.91	1.95	1.93	-5.74	-5.67	-5.70
4600	49.00	bio-bio	1.91	1.95	1.93	-5.74	-5.67	-5.70
4600	6.50	xtal-bio	1.91	1.95	1.93	-5.74	-5.67	-5.70
4600	1.00	bio-xtal	1.91	1.95	1.93	-5.74	-5.67	-5.70
4600	92.50	same	1.91	1.95	1.93	-5.74	-5.67	-5.70
4600	7.50	different	1.91	1.95	1.93	-5.74	-5.67	-5.70
4800	43.00	xtal-xtal	1.87	1.91	1.89	-5.66	-5.59	-5.62
4800	48.00	bio-bio	1.87	1.91	1.89	-5.66	-5.59	-5.62
4800	7.00	xtal-bio	1.87	1.91	1.89	-5.66	-5.59	-5.62
4800	2.00	bio-xtal	1.87	1.91	1.89	-5.66	-5.59	-5.62
4800	91.00	same	1.87	1.91	1.89	-5.66	-5.59	-5.62
4800	9.00	different	1.87	1.91	1.89	-5.66	-5.59	-5.62
5000	44.00	xtal-xtal	1.83	1.87	1.85	-5.59	-5.50	-5.54
5000	46.50	bio-bio	1.83	1.87	1.85	-5.59	-5.50	-5.54
5000	6.00	xtal-bio	1.83	1.87	1.85	-5.59	-5.50	-5.54
5000	3.50	bio-xtal	1.83	1.87	1.85	-5.59	-5.50	-5.54
5000	90.50	same	1.83	1.87	1.85	-5.59	-5.50	-5.54
5000	9.50	different	1.83	1.87	1.85	-5.59	-5.50	-5.54
5200	43.50	xtal-xtal	1.79	1.83	1.80	-5.50	-5.43	-5.46
5200	48.00	bio-bio	1.79	1.83	1.80	-5.50	-5.43	-5.46
5200	6.50	xtal-bio	1.79	1.83	1.80	-5.50	-5.43	-5.46
5200	2.00	bio-xtal	1.79	1.83	1.80	-5.50	-5.43	-5.46
5200	91.50	same	1.79	1.83	1.80	-5.50	-5.43	-5.46
5200	8.50	different	1.79	1.83	1.80	-5.50	-5.43	-5.46
5400	44.50	xtal-xtal	1.76	1.79	1.77	-5.43	-5.36	-5.39
5400	48.00	bio-bio	1.76	1.79	1.77	-5.43	-5.36	-5.39
5400	5.50	xtal-bio	1.76	1.79	1.77	-5.43	-5.36	-5.39
5400	2.00	bio-xtal	1.76	1.79	1.77	-5.43	-5.36	-5.39
5400	92.50	same	1.76	1.79	1.77	-5.43	-5.36	-5.39
5400	7.50	different	1.76	1.79	1.77	-5.43	-5.36	-5.39
5600	45.50	xtal-xtal	1.72	1.75	1.74	-5.36	-5.30	-5.33
5600	48.50	bio-bio	1.72	1.75	1.74	-5.36	-5.30	-5.33
5600	4.50	xtal-bio	1.72	1.75	1.74	-5.36	-5.30	-5.33
5600	1.50	bio-xtal	1.72	1.75	1.74	-5.36	-5.30	-5.33
5600	94.00	same	1.72	1.75	1.74	-5.36	-5.30	-5.33
5600	6.00	different	1.72	1.75	1.74	-5.36	-5.30	-5.33
5800	44.50	xtal-xtal	1.69	1.72	1.70	-5.30	-5.23	-5.26
5800	49.50	bio-bio	1.69	1.72	1.70	-5.30	-5.23	-5.26
5800	5.50	xtal-bio	1.69	1.72	1.70	-5.30	-5.23	-5.26
5800	0.50	bio-xtal	1.69	1.72	1.70	-5.30	-5.23	-5.26
5800	94.00	same	1.69	1.72	1.70	-5.30	-5.23	-5.26
5800	6.00	different	1.69	1.72	1.70	-5.30	-5.23	-5.26
6000	45.50	xtal-xtal	1.65	1.69	1.67	-5.23	-5.16	-5.19
6000	48.50	bio-bio	1.65	1.69	1.67	-5.23	-5.16	-5.19
6000	4.50	xtal-bio	1.65	1.69	1.67	-5.23	-5.16	-5.19
6000	1.50	bio-xtal	1.65	1.69	1.67	-5.23	-5.16	-5.19
6000	94.00	same	1.65	1.69	1.67	-5.23	-5.16	-5.19
6000	6.00	different	1.65	1.69	1.67	-5.23	-5.16	-5.19
6200	43.00	xtal-xtal	1.62	1.65	1.64	-5.16	-5.09	-5.12
6200	46.00	bio-bio	1.62	1.65	1.64	-5.16	-5.09	-5.12
6200	7.00	xtal-bio	1.62	1.65	1.64	-5.16	-5.09	-5.12
6200	4.00	bio-xtal	1.62	1.65	1.64	-5.16	-5.09	-5.12
6200	89.00	same	1.62	1.65	1.64	-5.16	-5.09	-5.12
6200	11.00	different	1.62	1.65	1.64	-5.16	-5.09	-5.12
6400	44.50	xtal-xtal	1.60	1.62	1.61	-5.09	-5.03	-5.06
6400	47.00	bio-bio	1.60	1.62	1.61	-5.09	-5.03	-5.06
6400	5.50	xtal-bio	1.60	1.62	1.61	-5.09	-5.03	-5.06
6400	3.00	bio-xtal	1.60	1.62	1.61	-5.09	-5.03	-5.06
6400	91.50	same	1.60	1.62	1.61	-5.09	-5.03	-5.06
6400	8.50	different	1.60	1.62	1.61	-5.09	-5.03	-5.06
6600	43.50	xtal-xtal	1.56	1.59	1.58	-5.03	-4.98	-5.00
6600	48.50	bio-bio	1.56	1.59	1.58	-5.03	-4.98	-5.00
6600	6.50	xtal-bio	1.56	1.59	1.58	-5.03	-4.98	-5.00
6600	1.50	bio-xtal	1.56	1.59	1.58	-5.03	-4.98	-5.00
6600	92.00	same	1.56	1.59	1.58	-5.03	-4.98	-5.00
6600	8.00	different	1.56	1.59	1.58	-5.03	-4.98	-5.00
6800	45.50	xtal-xtal	1.53	1.56	1.54	-4.98	-4.93	-4.96
6800	47.00	bio-bio	1.53	1.56	1.54	-4.98	-4.93	-4.96
6800	4.50	xtal-bio	1.53	1.56	1.54	-4.98	-4.93	-4.96
6800	3.00	bio-xtal	1.53	1.56	1.54	-4.98	-4.93	-4.96
6800	92.50	same	1.53	1.56	1.54	-4.98	-4.93	-4.96
6800	7.50	different	1.53	1.56	1.54	-4.98	-4.93	-4.96
7000	43.50	xtal-xtal	1.50	1.53	1.51	-4.93	-4.88	-4.91
7000	47.50	bio-bio	1.50	1.53	1.51	-4.93	-4.88	-4.91
7000	6.50	xtal-bio	1.50	1.53	1.51	-4.93	-4.88	-4.91
7000	2.50	bio-xtal	1.50	1.53	1.51	-4.93	-4.88	-4.91
7000	91.00	same	1.50	1.53	1.51	-4.93	-4.88	-4.91
7000	9.00	different	1.50	1.53	1.51	-4.93	-4.88	-4.91
7200	40.50	xtal-xtal	1.47	1.50	1.48	-4.88	-4.83	-4.85
7200	47.00	bio-bio	1.47	1.50	1.48	-4.88	-4.83	-4.85
7200	9.50	xtal-bio	1.47	1.50	1.48	-4.88	-4.83	-4.85
7200	3.00	bio-xtal	1.47	1.50	1.48	-4.88	-4.83	-4.85
7200	87.50	same	1.47	1.50	1.48	-4.88	-4.83	-4.85
7200	12.50	different	1.47	1.50	1.48	-4.88	-4.83	-4.85
7400	46.00	xtal-xtal	1.44	1.47	1.45	-4.83	-4.79	-4.81
7400	47.50	bio-bio	1.44	1.47	1.45	-4.83	-4.79	-4.81
7400	4.00	xtal-bio	1.44	1.47	1.45	-4.83	-4.79	-4.81
7400	2.50	bio-xtal	1.44	1.47	1.45	-4.83	-4.79	-4.81
7400	93.50	same	1.44	1.47	1.45	-4.83	-4.79	-4.81
7400	6.50	different	1.44	1.47	1.45	-4.83	-4.79	-4.81
7600	46.50	xtal-xtal	1.41	1.44	1.43	-4.79	-4.74	-4.76
7600	49.00	bio-bio	1.41	1.44	1.43	-4.79	-4.74	-4.76
7600	3.50	xtal-bio	1.41	1.44	1.43	-4.79	-4.74	-4.76
7600	1.00	bio-xtal	1.41	1.44	1.43	-4.79	-4.74	-4.76
7600	95.50	same	1.41	1.44	1.43	-4.79	-4.74	-4.76
7600	4.50	different	1.41	1.44	1.43	-4.79	-4.74	-4.76
7800	46.00	xtal-xtal	1.39	1.41	1.40	-4.74	-4.70	-4.72
7800	47.50	bio-bio	1.39	1.41	1.40	-4.74	-4.70	-4.72
7800	4.00	xtal-bio	1.39	1.41	1.40	-4.74	-4.70	-4.72
7800	2.50	bio-xtal	1.39	1.41	1.40	-4.74	-4.70	-4.72
7800	93.50	same	1.39	1.41	1.40	-4.74	-4.70	-4.72
7800	6.50	different	1.39	1.41	1.40	-4.74	-4.70	-4.72
8000	48.50	xtal-xtal	1.37	1.38	1.37	-4.70	-4.65	-4.68
8000	48.00	bio-bio	1.37	1.38	1.37	-4.70	-4.65	-4.68
8000	1.50	xtal-bio	1.37	1.38	1.37	-4.70	-4.65	-4.68
8000	2.00	bio-xtal	1.37	1.38	1.37	-4.70	-4.65	-4.68
8000	96.50	same	1.37	1.38	1.37	-4.70	-4.65	-4.68
8000	3.50	different	1.37	1.38	1.37	-4.70	-4.65	-4.68
8200	47.50	xtal-xtal	1.34	1.37	1.35	-4.65	-4.61	-4.62
8200	49.50	bio-bio	1.34	1.37	1.35	-4.65	-4.61	-4.62
8200	2.50	xtal-bio	1.34	1.37	1.35	-4.65	-4.61	-4.62
8200	0.50	bio-xtal	1.34	1.37	1.35	-4.65	-4.61	-4.62
8200	97.00	same	1.34	1.37	1.35	-4.65	-4.61	-4.62
8200	3.00	different	1.34	1.37	1.35	-4.65	-4.61	-4.62
8400	44.50	xtal-xtal	1.32	1.34	1.33	-4.61	-4.56	-4.58
8400	48.50	bio-bio	1.32	1.34	1.33	-4.61	-4.56	-4.58
8400	5.50	xtal-bio	1.32	1.34	1.33	-4.61	-4.56	-4.58
8400	1.50	bio-xtal	1.32	1.34	1.33	-4.61	-4.56	-4.58
8400	93.00	same	1.32	1.34	1.33	-4.61	-4.56	-4.58
8400	7.00	different	1.32	1.34	1.33	-4.61	-4.56	-4.58
8600	45.50	xtal-xtal	1.30	1.32	1.31	-4.56	-4.52	-4.54
8600	48.50	bio-bio	1.30	1.32	1.31	-4.56	-4.52	-4.54
8600	4.50	xtal-bio	1.30	1.32	1.31	-4.56	-4.52	-4.54
8600	1.50	bio-xtal	1.30	1.32	1.31	-4.56	-4.52	-4.54
8600	94.00	same	1.30	1.32	1.31	-4.56	-4.52	-4.54
8600	6.00	different	1.30	1.32	1.31	-4.56	-4.52	-4.54
8800	46.00	xtal-xtal	1.28	1.30	1.29	-4.52	-4.48	-4.50
8800	48.00	bio-bio	1.28	1.30	1.29	-4.52	-4.48	-4.50
8800	4.00	xtal-bio	1.28	1.30	1.29	-4.52	-4.48	-4.50
8800	2.00	bio-xtal	1.28	1.30	1.29	-4.52	-4.48	-4.50
8800	94.00	same	1.28	1.30	1.29	-4.52	-4.48	-4.50
8800	6.00	different	1.28	1.30	1.29	-4.52	-4.48	-4.50
9000	46.50	xtal-xtal	1.26	1.28	1.27	-4.48	-4.45	-4.47
9000	48.50	bio-bio	1.26	1.28	1.27	-4.48	-4.45	-4.47
9000	3.50	xtal-bio	1.26	1.28	1.27	-4.48	-4.45	-4.47
9000	1.50	bio-xtal	1.26	1.28	1.27	-4.48	-4.45	-4.47
9000	95.00	same	1.26	1.28	1.27	-4.48	-4.45	-4.47
9000	5.00	different	1.26	1.28	1.27	-4.48	-4.45	-4.47
9200	45.50	xtal-xtal	1.24	1.26	1.25	-4.44	-4.42	-4.43
9200	48.50	bio-bio	1.24	1.26	1.25	-4.44	-4.42	-4.43
9200	4.50	xtal-bio	1.24	1.26	1.25	-4.44	-4.42	-4.43
9200	1.50	bio-xtal	1.24	1.26	1.25	-4.44	-4.42	-4.43
9200	94.00	same	1.24	1.26	1.25	-4.44	-4.42	-4.43
9200	6.00	different	1.24	1.26	1.25	-4.44	-4.42	-4.43
9400	44.00	xtal-xtal	1.21	1.24	1.23	-4.41	-4.38	-4.40
9400	49.50	bio-bio	1.21	1.24	1.23	-4.41	-4.38	-4.40
9400	6.00	xtal-bio	1.21	1.24	1.23	-4.41	-4.38	-4.40
9400	0.50	bio-xtal	1.21	1.24	1.23	-4.41	-4.38	-4.40
9400	93.50	same	1.21	1.24	1.23	-4.41	-4.38	-4.40
9400	6.50	different	1.21	1.24	1.23	-4.41	-4.38	-4.40
9600	46.50	xtal-xtal	1.20	1.21	1.21	-4.38	-4.34	-4.36
9600	48.50	bio-bio	1.20	1.21	1.21	-4.38	-4.34	-4.36
9600	3.50	xtal-bio	1.20	1.21	1.21	-4.38	-4.34	-4.36
9600	1.50	bio-xtal	1.20	1.21	1.21	-4.38	-4.34	-4.36
9600	95.00	same	1.20	1.21	1.21	-4.38	-4.34	-4.36
9600	5.00	different	1.20	1.21	1.21	-4.38	-4.34	-4.36
9800	47.00	xtal-xtal	1.17	1.20	1.19	-4.34	-4.31	-4.33
9800	47.00	bio-bio	1.17	1.20	1.19	-4.34	-4.31	-4.33
9800	3.00	xtal-bio	1.17	1.20	1.19	-4.34	-4.31	-4.33
9800	3.00	bio-xtal	1.17	1.20	1.19	-4.34	-4.31	-4.33
9800	94.00	same	1.17	1.20	1.19	-4.34	-4.31	-4.33
9800	6.00	different	1.17	1.20	1.19	-4.34	-4.31	-4.33
10000	47.00	xtal-xtal	1.15	1.17	1.16	-4.31	-4.28	-4.30
10000	48.00	bio-bio	1.15	1.17	1.16	-4.31	-4.28	-4.30
10000	3.00	xtal-bio	1.15	1.17	1.16	-4.31	-4.28	-4.30
10000	2.00	bio-xtal	1.15	1.17	1.16	-4.31	-4.28	-4.30
10000	95.00	same	1.15	1.17	1.16	-4.31	-4.28	-4.30
10000	5.00	different	1.15	1.17	1.16	-4.31	-4.28	-4.30
10200	45.50	xtal-xtal	1.13	1.15	1.14	-4.28	-4.24	-4.26
10200	49.50	bio-bio	1.13	1.15	1.14	-4.28	-4.24	-4.26
10200	4.50	xtal-bio	1.13	1.15	1.14	-4.28	-4.24	-4.26
10200	0.50	bio-xtal	1.13	1.15	1.14	-4.28	-4.24	-4.26
10200	95.00	same	1.13	1.15	1.14	-4.28	-4.24	-4.26
10200	5.00	different	1.13	1.15	1.14	-4.28	-4.24	-4.26
10400	45.00	xtal-xtal	1.12	1.13	1.13	-4.24	-4.21	-4.23
10400	47.00	bio-bio	1.12	1.13	1.13	-4.24	-4.21	-4.23
10400	5.00	xtal-bio	1.12	1.13	1.13	-4.24	-4.21	-4.23
10400	3.00	bio-xtal	1.12	1.13	1.13	-4.24	-4.21	-4.23
10400	92.00	same	1.12	1.13	1.13	-4.24	-4.21	-4.23
10400	8.00	different	1.12	1.13	1.13	-4.24	-4.21	-4.23
10600	45.00	xtal-xtal	1.10	1.12	1.11	-4.21	-4.18	-4.20
10600	49.00	bio-bio	1.10	1.12	1.11	-4.21	-4.18	-4.20
10600	5.00	xtal-bio	1.10	1.12	1.11	-4.21	-4.18	-4.20
10600	1.00	bio-xtal	1.10	1.12	1.11	-4.21	-4.18	-4.20
10600	94.00	same	1.10	1.12	1.11	-4.21	-4.18	-4.20
10600	6.00	different	1.10	1.12	1.11	-4.21	-4.18	-4.20
10800	43.50	xtal-xtal	1.08	1.10	1.09	-4.18	-4.16	-4.17
10800	48.00	bio-bio	1.08	1.10	1.09	-4.18	-4.16	-4.17
10800	6.50	xtal-bio	1.08	1.10	1.09	-4.18	-4.16	-4.17
10800	2.00	bio-xtal	1.08	1.10	1.09	-4.18	-4.16	-4.17
10800	91.50	same	1.08	1.10	1.09	-4.18	-4.16	-4.17
10800	8.50	different	1.08	1.10	1.09	-4.18	-4.16	-4.17
11000	45.00	xtal-xtal	1.06	1.08	1.07	-4.16	-4.13	-4.14
11000	48.00	bio-bio	1.06	1.08	1.07	-4.16	-4.13	-4.14
11000	5.00	xtal-bio	1.06	1.08	1.07	-4.16	-4.13	-4.14
11000	2.00	bio-xtal	1.06	1.08	1.07	-4.16	-4.13	-4.14
11000	93.00	same	1.06	1.08	1.07	-4.16	-4.13	-4.14
11000	7.00	different	1.06	1.08	1.07	-4.16	-4.13	-4.14
11200	44.00	xtal-xtal	1.04	1.06	1.05	-4.13	-4.10	-4.11
11200	47.50	bio-bio	1.04	1.06	1.05	-4.13	-4.10	-4.11
11200	6.00	xtal-bio	1.04	1.06	1.05	-4.13	-4.10	-4.11
11200	2.50	bio-xtal	1.04	1.06	1.05	-4.13	-4.10	-4.11
11200	91.50	same	1.04	1.06	1.05	-4.13	-4.10	-4.11
11200	8.50	different	1.04	1.06	1.05	-4.13	-4.10	-4.11
11400	43.00	xtal-xtal	1.03	1.04	1.03	-4.10	-4.07	-4.09
11400	46.00	bio-bio	1.03	1.04	1.03	-4.10	-4.07	-4.09
11400	7.00	xtal-bio	1.03	1.04	1.03	-4.10	-4.07	-4.09
11400	4.00	bio-xtal	1.03	1.04	1.03	-4.10	-4.07	-4.09
11400	89.00	same	1.03	1.04	1.03	-4.10	-4.07	-4.09
11400	11.00	different	1.03	1.04	1.03	-4.10	-4.07	-4.09
11600	43.00	xtal-xtal	1.01	1.03	1.02	-4.07	-4.04	-4.06
11600	47.50	bio-bio	1.01	1.03	1.02	-4.07	-4.04	-4.06
11600	7.00	xtal-bio	1.01	1.03	1.02	-4.07	-4.04	-4.06
11600	2.50	bio-xtal	1.01	1.03	1.02	-4.07	-4.04	-4.06
11600	90.50	same	1.01	1.03	1.02	-4.07	-4.04	-4.06
11600	9.50	different	1.01	1.03	1.02	-4.07	-4.04	-4.06
11800	45.00	xtal-xtal	0.99	1.01	1.00	-4.04	-4.02	-4.03
11800	48.00	bio-bio	0.99	1.01	1.00	-4.04	-4.02	-4.03
11800	5.00	xtal-bio	0.99	1.01	1.00	-4.04	-4.02	-4.03
11800	2.00	bio-xtal	0.99	1.01	1.00	-4.04	-4.02	-4.03
11800	93.00	same	0.99	1.01	1.00	-4.04	-4.02	-4.03
11800	7.00	different	0.99	1.01	1.00	-4.04	-4.02	-4.03
